ICB Sub location,GP_ODS_CODE,GP_NAME,GP_GPAD_SYSTEMS,GP_SYSTEM
02Y,B81092,"THE MEDICAL CENTRE, DRIFFIELD",EMIS,EMIS
03F,B81097,DELTA HEALTHCARE,TPP,TPP
03K,B81099,THE KIRTON LINDSEY AND SCOTTER SURGERY,TPP,TPP
02Y,B81100,DR AC MILNER,TPP,TPP
02Y,B81101,GREENGATES MEDICAL GROUP,TPP,TPP
03F,B81104,CAMPUS HEALTH CENTRE,TPP,TPP
03H,B81108,DR A SINHA,TPP,TPP
03K,B81109,RIVERSIDE SURGERY,TPP,TPP
03F,B81112,JAMES ALEXANDER FAMILY PRACTICE,EMIS,EMIS
03K,B81113,CEDAR MEDICAL PRACTICE,TPP,TPP
03K,B81118,WEST COMMON LANE TEACHING PRACTICE,EMIS,EMIS
03F,B81119,GOODHEART SURGERY,TPP,TPP
03H,B81606,STIRLING MEDICAL CENTRE (MATHEWS),TPP,TPP
03F,B81616,DR GT HENDOW'S PRACTICE,TPP,TPP
03K,B81617,CHERRY TREE MEDICAL PRACTICE,TPP,TPP
02Y,B81619,PARK VIEW SURGERY,EMIS,EMIS
03K,B81628,BARNETBY MEDICAL CENTRE,TPP,TPP
03F,B81631,DRS RAUT AND THOUFEEQ,TPP,TPP
03F,B81635,LAURBEL SURGERY,TPP,TPP
03H,B81642,DR OZ QURESHI,TPP,TPP
03K,B81647,WEST TOWN SURGERY,TPP,TPP
03K,B81648,THE KILLINGHOLME SURGERY,TPP,TPP
02Y,B81653,KING STREET MEDICAL CENTRE,TPP,TPP
03H,B81655,GREENLANDS SURGERY,TPP,TPP
03H,B81656,RAJ MEDICAL CENTRE,TPP,TPP
03H,B81663,CORE CARE FAMILY PRACTICE,TPP,TPP
03H,B81665,HEALING PARTNERSHIP,TPP,TPP
02Y,B81666,DR MITCHELL,EMIS,EMIS
03H,B81697,DR P SURESH BABU,TPP,TPP
03Q,B82002,MILLFIELD SURGERY,TPP,TPP
42D,B82004,NIDDERDALE GROUP PRACTICE,TPP,TPP
03Q,B82005,PRIORY MEDICAL GROUP,TPP,TPP
36J,B82007,TOWNHEAD SURGERY,TPP,TPP
42D,B82008,NORTH HOUSE SURGERY,TPP,TPP
42D,B82010,RIPON SPA SURGERY,TPP,TPP
42D,B82011,SHERBURN SURGERY,TPP,TPP
42D,B82012,THE LEEDS ROAD PRACTICE,TPP,TPP
42D,B82013,MOSS HEALTHCARE HARROGATE,TPP,TPP
42D,B82014,KINGSWOOD SURGERY,TPP,TPP
42D,B82016,STRAYSIDE HEALTH,TPP,TPP
42D,B82017,WHITBY GROUP PRACTICE,EMIS,EMIS
03Q,B82018,ESCRICK SURGERY,TPP,TPP
42D,B82019,TOPCLIFFE SURGERY,TPP,TPP
03Q,B82021,DALTON TERRACE SURGERY,TPP,TPP
42D,B82022,GREAT AYTON SURGERY,TPP,TPP
42D,B82023,CATTERICK VILLAGE SURGERY,TPP,TPP
42D,B82024,EASTFIELD MEDICAL CENTRE,TPP,TPP
42D,B82025,DERWENT PRACTICE,TPP,TPP
03Q,B82026,HAXBY GROUP PRACTICE,TPP,TPP
42D,B82027,THE SPA SURGERY,TPP,TPP
42D,B82029,DOCTORS LANE SURGERY,TPP,TPP
42D,B82030,MASHAM & KIRKBY MALZEARD SURGERY,TPP,TPP
03Q,B82031,SHERBURN GROUP PRACTICE,TPP,TPP
42D,B82032,CHURCH LANE SURGERY,TPP,TPP
03Q,B82033,PICKERING MEDICAL PRACTICE,TPP,TPP
42D,B82034,QUAKERS LANE SURGERY,TPP,TPP
42D,B82035,SCORTON MEDICAL CENTRE,TPP,TPP
42D,B82036,PARK STREET,TPP,TPP
42D,B82037,FILEY SURGERY,TPP,TPP
42D,B82038,HAXBY GROUP SCARBOROUGH,TPP,TPP
03Q,B82041,BEECH TREE SURGERY,TPP,TPP
42D,B82042,LAMBERT MEDICAL CENTRE,TPP,TPP
42D,B82044,STOKESLEY SURGERY,TPP,TPP
42D,B82045,CENTRAL DALES PRACTICE,TPP,TPP
42D,B82046,STAITHES SURGERY,TPP,TPP
03Q,B82047,UNITY HEALTH,TPP,TPP
42D,B82049,THIRSK DOCTORS SURGERY,TPP,TPP
42D,B82050,MOWBRAY HOUSE SURGERY,TPP,TPP
36J,B82053,DYNELEY HOUSE SURGERY,TPP,TPP
42D,B82054,SCARBOROUGH MEDICAL GROUP,TPP,TPP
42D,B82057,SPRINGBANK SURGERY,TPP,TPP
42D,B82059,CHURCH AVENUE MEDICAL GROUP,TPP,TPP
42D,B82060,EASTGATE MEDICAL GROUP,TPP,TPP
01K,B82061,BENTHAM MEDICAL PRACTICE,EMIS,EMIS
42D,B82063,AYTON AND SNAINTON MEDICAL PRACTICE,TPP,TPP
03Q,B82064,TOLLERTON SURGERY,TPP,TPP
42D,B82066,GLEBE HOUSE SURGERY,TPP,TPP
42D,B82067,STOCKWELL ROAD SURGERY,TPP,TPP
03Q,B82068,HELMSLEY SURGERY,TPP,TPP
42D,B82069,BEECH HOUSE SURGERY,TPP,TPP
03Q,B82071,THE OLD SCHOOL MEDICAL PRACTICE,TPP,TPP
42D,B82072,THE FRIARY SURGERY,TPP,TPP
03Q,B82073,SOUTH MILFORD SURGERY,TPP,TPP
03Q,B82074,POSTERNGATE SURGERY,TPP,TPP
42D,B82075,MAYFORD HOUSE SURGERY,TPP,TPP
03Q,B82077,KIRKBYMOORSIDE SURGERY,TPP,TPP
42D,B82078,LEYBURN MEDICAL PRACTICE,TPP,TPP
03Q,B82079,STILLINGTON SURGERY,TPP,TPP
03Q,B82080,MY HEALTH GROUP,TPP,TPP
03Q,B82081,ELVINGTON MEDICAL PRACTICE,EMIS,EMIS
03Q,B82083,YORK MEDICAL GROUP,TPP,TPP
42D,B82086,ESK VALLEY MEDICAL PRACTICE,TPP,TPP
42D,B82088,BROOK SQUARE SURGERY,TPP,TPP
03Q,B82097,SCOTT ROAD MEDICAL CENTRE,TPP,TPP
03Q,B82098,JORVIK GILLYGATE PRACTICE,TPP,TPP
03Q,B82100,FRONT STREET SURGERY,TPP,TPP
42D,B82101,SLEIGHTS AND SANDSEND MEDICAL PRACTICE,TPP,TPP
42D,B82104,HAREWOOD MEDICAL PRACTICE,TPP,TPP
03Q,B82105,TADCASTER MEDICAL CENTRE,TPP,TPP
42D,B82106,HACKNESS ROAD SURGERY,TPP,TPP
42D,B82609,AMPLEFORTH SURGERY,TPP,TPP
03Q,B82619,TERRINGTON SURGERY,TPP,TPP
42D,B82622,REETH MEDICAL CENTRE,TPP,TPP
42D,B82628,HUNMANBY SURGERY,TPP,TPP
36J,B83002,ILKLEY & WHARFEDALE MEDICAL PRACTICE,TPP,TPP
36J,B83005,THORNBURY MEDICAL PRACTICE,TPP,TPP
36J,B83008,LING HOUSE MEDICAL CENTRE,TPP,TPP
36J,B83009,SUNNYBANK & COWGILL MEDICAL PRACTICE,TPP,TPP
36J,B83010,PARKLANDS MEDICAL PRACTICE,TPP,TPP
36J,B83012,MANOR MEDICAL PRACTICE,TPP,TPP
36J,B83014,BINGLEY MEDICAL PRACTICE,TPP,TPP
36J,B83015,TONG MEDICAL PRACTICE,TPP,TPP
36J,B83016,FARROW MEDICAL CENTRE,TPP,TPP
36J,B83018,IDLE MEDICAL CENTRE,TPP,TPP
36J,B83019,GRANGE PARK SURGERY,TPP,TPP
36J,B83020,THE WILLOWS MEDICAL PRACTICE,TPP,TPP
36J,B83022,BAILDON MEDICAL PRACTICE,TPP,TPP
36J,B83025,DR I M RAJA & PARTNER,TPP,TPP
36J,B83026,PRIMROSE SURGERY,TPP,TPP
36J,B83028,WIBSEY & QUEENSBURY MED P,TPP,TPP
36J,B83029,LOW MOOR SURGERY,TPP,TPP
36J,B83031,OAK GLEN SURGERY,TPP,TPP
36J,B83032,BRADFORD MOOR PRACTICE,TPP,TPP
36J,B83033,MODALITY PARTNERSHIP (AWC),TPP,TPP
36J,B83034,GRANGE MEDICAL CENTRE,TPP,TPP
36J,B83035,HORTON PARK MEDICAL PRACTICE,TPP,TPP
36J,B83037,THE WILSDEN MEDICAL PRACTICE,TPP,TPP
36J,B83038,LEYLANDS LANE MEDICAL PRACTICE,TPP,TPP
36J,B83039,THE SALTAIRE & WINDHILL MEDICAL P'SHIP,TPP,TPP
36J,B83041,BOWLING HALL MED PRACTICE,TPP,TPP
36J,B83042,ROOLEY LANE MED. CENTRE,TPP,TPP
36J,B83045,HOLLYNS HEALTH & WELLBEING,TPP,TPP
36J,B83051,BRADFORD STUDENT HEALTH SERVICE,TPP,TPP
36J,B83052,KENSINGTON PARTNERSHIP,TPP,TPP
36J,B83054,HAIGH HALL MEDICAL PRACTICE,TPP,TPP
36J,B83055,THE RIDGE MEDICAL PRACT.,TPP,TPP
36J,B83056,MOORSIDE SURGERY,TPP,TPP
36J,B83058,THE AVICENNA MEDICAL PRACTICE,TPP,TPP
36J,B83062,ASHCROFT SURGERY,TPP,TPP
36J,B83063,SHIPLEY MEDICAL PRACTICE-AFFINITY CARE,TPP,TPP
36J,B83064,THE ROCKWELL AND WROSE PRACTICE,TPP,TPP
36J,B83067,THE SPRINGFIELD SURGERY (BINGLEY),TPP,TPP
36J,B83604,THE LISTER SURGERY,TPP,TPP
36J,B83611,NEW OTLEY ROAD MEDICAL PRACTICE,TPP,TPP
36J,B83614,PICTON MEDICAL CENTRE,TPP,TPP
36J,B83620,ADDINGHAM SURGERY,TPP,TPP
36J,B83622,DR IA GILKAR & PARTNERS,TPP,TPP
36J,B83624,I G MEDICAL,TPP,TPP
36J,B83626,VALLEY VIEW SURGERY,TPP,TPP
36J,B83627,FRIZINGHALL MEDICAL CENTRE,TPP,TPP
36J,B83628,CLARENDON MEDICAL CENTRE,TPP,TPP
36J,B83629,PEEL PARK SURGERY,TPP,TPP
36J,B83641,ASHWELL MEDICAL CENTRE,TPP,TPP
36J,B83642,THE CITY MEDICAL PRACTICE,TPP,TPP
36J,B83653,DR GILKAR,TPP,TPP
36J,B83657,BEVAN COMMUNITY BENEFIT SOCIETY,TPP,TPP
36J,B83659,PARK GRANGE MEDICAL CENTRE,TPP,TPP
36J,B83660,BILTON MEDICAL CENTRE,TPP,TPP
36J,B83661,MOOR PARK MEDICAL PRACTICE,TPP,TPP
02T,B84001,STATION ROAD SURGERY,TPP,TPP
02T,B84003,RYDINGS HALL SURGERY,EMIS,EMIS
02T,B84004,HEBDEN BRIDGE GROUP PRACTICE,TPP,TPP
02T,B84006,TODMORDEN GROUP PRACTICE,TPP,TPP
02T,B84007,BRIG ROYD SURGERY,TPP,TPP
02T,B84008,THE NORTHOLME PRACTICE,TPP,TPP
02T,B84009,STAINLAND ROAD MEDICAL CENTRE,TPP,TPP
02T,B84010,KEIGHLEY ROAD SURGERY,TPP,TPP
02T,B84011,CHURCH LANE SURGERY,EMIS,EMIS
02T,B84012,SPRING HALL GROUP PRACTICE,TPP,TPP
02T,B84013,PLANE TREES GROUP PRACTICE,EMIS,EMIS
02T,B84014,RASTRICK HEALTH CENTRE,TPP,TPP
02T,B84016,BANKFIELD SURGERY,TPP,TPP
02T,B84019,THE BOULEVARD MEDICAL PRACTICE,TPP,TPP
02T,B84021,KING CROSS PRACTICE,TPP,TPP
02T,B84612,LISTER LANE SURGERY,TPP,TPP
02T,B84613,BEECHWOOD MEDICAL CENTRE,TPP,TPP
02T,B84618,CARITAS GROUP PRACTICE,TPP,TPP
02T,B84623,LONGROYDE SURGERY,TPP,TPP
X2C4Y,B85001,PARKVIEW SURGERY,TPP,TPP
X2C4Y,B85002,DEARNE VALLEY HEALTH CENTRE,TPP,TPP
X2C4Y,B85004,CALDER VIEW SURGERY,TPP,TPP
X2C4Y,B85005,SHEPLEY PRIMARY CARE LIMITED,EMIS,EMIS
X2C4Y,B85006,ELMWOOD FAMILY DOCTORS,TPP,TPP
X2C4Y,B85008,BATLEY HEALTH CENTRE SURGERY,TPP,TPP
X2C4Y,B85009,"NORTH ROAD SUITE,RAVENSTHORPE HEALTH CTR",TPP,TPP
X2C4Y,B85010,DALTON SURGERY,TPP,TPP
X2C4Y,B85012,UNDERCLIFFE SURGERY,TPP,TPP
X2C4Y,B85014,BROOKROYD HOUSE,TPP,TPP
X2C4Y,B85015,WELLINGTON HOUSE,TPP,TPP
X2C4Y,B85016,MELTHAM ROAD SURGERY,TPP,TPP
X2C4Y,B85018,GROVE HOUSE SURGERY,TPP,TPP
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,TPP,TPP
X2C4Y,B85020,EIGHTLANDS SURGERY,TPP,TPP
X2C4Y,B85021,CLECKHEATON GROUP PRACTICE,TPP,TPP
X2C4Y,B85022,HONLEY SURGERY,EMIS,EMIS
X2C4Y,B85023,THE ALMONDBURY SURGERY,TPP,TPP
X2C4Y,B85024,THE WATERLOO PRACTICE,TPP,TPP
X2C4Y,B85025,BLACKBURN RD.MEDICAL CTR.,TPP,TPP
X2C4Y,B85026,KIRKBURTON HEALTH CENTRE,TPP,TPP
X2C4Y,B85027,LINDLEY GROUP PRACTICE LTD,EMIS,EMIS
X2C4Y,B85028,THE GRANGE MEDICAL PRACTICE,TPP,TPP
X2C4Y,B85030,THE GREENWAY MEDICAL PRACTICE,TPP,TPP
X2C4Y,B85031,LEPTON AND KIRKHEATON SURGERIES,TPP,TPP
X2C4Y,B85032,MELTHAM GROUP PRACTICE,TPP,TPP
X2C4Y,B85033,THE LINDLEY VILLAGE SURG.,TPP,TPP
X2C4Y,B85036,NEW STREET & NETHERTON GROUP PRACTICE,TPP,TPP
X2C4Y,B85037,NEWSOME SURGERY LIMITED,TPP,TPP
X2C4Y,B85038,THE PADDOCK SURGERY,TPP,TPP
X2C4Y,B85041,MOUNT PLEASANT MED CENTRE,TPP,TPP
X2C4Y,B85042,PADDOCK AND LONGWOOD FAMILY PRACTICE,TPP,TPP
X2C4Y,B85044,THORNTON LODGE SURGERY,TPP,TPP
X2C4Y,B85048,WOODHOUSE HILL SURGERY,TPP,TPP
X2C4Y,B85051,FIELDHEAD SURGERY,TPP,TPP
X2C4Y,B85054,COLNE VALLEY GROUP PRACTICE,TPP,TPP
X2C4Y,B85055,HEALDS ROAD SURGERY,TPP,TPP
X2C4Y,B85058,ROSE MEDICAL PRACTICE,TPP,TPP
X2C4Y,B85059,SLAITHWAITE HEALTH CENTRE,TPP,TPP
X2C4Y,B85060,GREENHEAD FAMILY DOCTORS,TPP,TPP
X2C4Y,B85061,SKELMANTHORPE FAMILY DOCTORS,TPP,TPP
X2C4Y,B85062,UNIVERSITY HEALTH CENTRE,EMIS,EMIS
X2C4Y,B85606,THORNHILL LEES MEDICAL CENTRE,TPP,TPP
X2C4Y,B85610,OAKLANDS HEALTH CENTRE,EMIS,EMIS
X2C4Y,B85611,DR HANDA & PARTNER,EMIS,EMIS
X2C4Y,B85612,LIVERSEDGE MEDICAL CENTRE,TPP,TPP
X2C4Y,B85614,CROFT MEDICAL CENTRE,TPP,TPP
X2C4Y,B85619,COOK LANE SURGERY,TPP,TPP
X2C4Y,B85620,WINDSOR MEDICAL CENTRE,TPP,TPP
X2C4Y,B85623,MARSH SURGERY,TPP,TPP
X2C4Y,B85634,BIRKBY HEALTH CENTRE,TPP,TPP
X2C4Y,B85636,WESTBOURNE SURGERY,TPP,TPP
X2C4Y,B85640,KIRKGATE SURGERY,TPP,TPP
X2C4Y,B85641,LOCKWOOD SURGERY,TPP,TPP
X2C4Y,B85645,SAVILE TOWN MEDICAL CTR.,TPP,TPP
X2C4Y,B85646,THE ALBION MOUNT MEDICAL PRACTICE,TPP,TPP
X2C4Y,B85650,DR MAHMOOD & PARTNERS,TPP,TPP
X2C4Y,B85652,SIDINGS HEALTHCARE CENTRE,TPP,TPP
X2C4Y,B85655,CHERRY TREE SURGERY,TPP,TPP
X2C4Y,B85659,THE WHITEHOUSE CENTRE,TPP,TPP
X2C4Y,B85660,THE JUNCTION SURGERY,EMIS,EMIS
15F,B86002,CITY VIEW MEDICAL PRACTICE,TPP,TPP
15F,B86003,DR G LEES & PARTNERS,EMIS,EMIS
15F,B86004,HIGHFIELD SURGERY,TPP,TPP
15F,B86005,DR N DUMPHY & PARTNERS,TPP,TPP
15F,B86006,OULTON MEDICAL CENTRE,TPP,TPP
15F,B86007,WINDMILL HEALTH CENTRE,TPP,TPP
15F,B86008,ALWOODLEY MEDICAL CENTRE,EMIS,EMIS
15F,B86009,MANSTON SURGERY,EMIS/TPP,EMIS
15F,B86010,COLLINGHAM CHURCH VIEW SURGERY,TPP,TPP
15F,B86011,HILLFOOT SURGERY,TPP,TPP
15F,B86012,LEEDS CITY MEDICAL PRACTICE,TPP,TPP
15F,B86013,THE NORTH LEEDS MEDICAL PRACTICE,TPP,TPP
15F,B86014,ROBIN LANE HEALTH AND WELLBEING CENTRE,TPP,TPP
15F,B86015,MANOR PARK SURGERY,TPP,TPP
15F,B86016,SHAFTESBURY MEDICAL CTR.,TPP,TPP
15F,B86017,CRAVEN ROAD MEDICAL PRACTICE,TPP,TPP
15F,B86018,MULBERRY STREET MEDICAL PRACTICE,TPP,TPP
15F,B86019,DIAMOND MEDICAL GROUP,TPP,TPP
15F,B86020,LOFTHOUSE SURGERY,TPP,TPP
15F,B86022,OAKWOOD LANE MEDICAL PRACTICE,TPP,TPP
15F,B86024,PRIORY VIEW MEDICAL CENTRE,EMIS,EMIS
15F,B86025,HYDE PARK SURGERY,TPP,TPP
15F,B86028,SOUTH QUEEN MEDICAL CENTRE,TPP,TPP
15F,B86029,WESTGATE SURGERY,TPP,TPP
15F,B86030,BURTON CROFT SURGERY,EMIS,EMIS
15F,B86032,CHEVIN MEDICAL PRACTICE,TPP,TPP
15F,B86033,CROSSLEY STREET SURGERY,TPP,TPP
15F,B86034,SPA SURGERY,TPP,TPP
15F,B86035,SOUTH BANK SURGERY,TPP,TPP
15F,B86036,GIBSON LANE PRACTICE,TPP,TPP
15F,B86038,GUISELEY AND YEADON MEDICAL PRACTICE,TPP,TPP
15F,B86039,ALLERTON MEDICAL CENTRE,TPP,TPP
15F,B86041,VESPER ROAD,TPP,TPP
15F,B86042,LINGWELL CROFT SURGERY,TPP,TPP
15F,B86043,EAST PARK MEDICAL CENTRE,TPP,TPP
15F,B86044,"DR S HUTCHINSON & PARTNERS, IW&H M PRAC",TPP,TPP
15F,B86048,GARFORTH MEDICAL CENTRE,TPP,TPP
15F,B86049,WOODHOUSE MEDICAL PRACTICE,EMIS,EMIS
15F,B86050,WEST LODGE SURGERY,TPP,TPP
15F,B86051,AIRE VALLEY SURGERY,TPP,TPP
15F,B86052,PARK ROAD & MENSTON,TPP,TPP
15F,B86054,THE GARDEN SURGERY,TPP,TPP
15F,B86055,ASHFIELD MEDICAL CENTRE,EMIS,EMIS
15F,B86057,WINDSOR HOUSE GROUP PRACTICE,TPP,TPP
15F,B86059,MEANWOOD HEALTH CENTRE,EMIS,EMIS
15F,B86060,THORNTON MEDICAL CENTRE,TPP,TPP
15F,B86061,HAREHILLS CORNER SURGERY,TPP,TPP
15F,B86062,THE MEDICAL CENTRE,TPP,TPP
15F,B86064,LEIGH VIEW MEDICAL PRACTICE,TPP,TPP
15F,B86066,THE STREET LANE PRACTICE,TPP,TPP
15F,B86067,THE DEKEYSER GROUP PRACTICE,TPP,TPP
15F,B86068,ABBEY GRANGE MEDICAL PRACTICE,TPP,TPP
15F,B86069,BURLEY PARK MEDICAL CENTRE,TPP,TPP
15F,B86070,AIREBOROUGH FAMILY PRACTICE,TPP,TPP
15F,B86071,WHITEHALL SURGERY,TPP,TPP
15F,B86075,DR T P FOX & PARTNERS,TPP,TPP
15F,B86081,BELLBROOKE SURGERY,EMIS,EMIS
15F,B86086,LAUREL BANK SURGERY,TPP,TPP
15F,B86089,NOVA SCOTIA MEDICAL CNTR,TPP,TPP
15F,B86092,KIPPAX HALL SURGERY,TPP,TPP
15F,B86093,PARK EDGE PRACTICE,TPP,TPP
15F,B86094,DR S M CHEN & PARTNER,TPP,TPP
15F,B86096,ARTHINGTON MEDICAL CENTRE,TPP,TPP
15F,B86100,ST MARTINS PRACTICE,TPP,TPP
15F,B86101,GILDERSOME HEALTH CENTRE,TPP,TPP
15F,B86103,CONWAY MEDICAL CENTRE,TPP,TPP
15F,B86104,BRAMLEY VILLAGE HEALTH & WELLBEING CTR,TPP,TPP
15F,B86106,FOUNDRY LANE SURGERY,TPP,TPP
15F,B86108,CHAPELTOWN FAMILY SURGERY,TPP,TPP
15F,B86109,KIRKSTALL LANE MEDICAL CENTRE,TPP,TPP
15F,B86110,LEEDS STUDENT MEDICAL PRACTICE,EMIS,EMIS
15F,B86623,ASHTON VIEW MEDICAL CTR,TPP,TPP
15F,B86642,DR S HUSSAIN,TPP,TPP
15F,B86643,THE ROUNDHAY ROAD SURGERY,TPP,TPP
15F,B86648,FAMILY DOCTORS,TPP,TPP
15F,B86655,BEECH TREE MEDICAL CENTRE,TPP,TPP
15F,B86658,MOORFIELD HOUSE SURGERY,TPP,TPP
15F,B86666,NEWTON SURGERY,TPP,TPP
15F,B86667,BEESTON VILLAGE SURGERY,TPP,TPP
15F,B86669,YORK STREET HEALTH PRACTICE,TPP,TPP
15F,B86672,HAWTHORN SURGERY,TPP,TPP
15F,B86673,WETHERBY & BRAMHAM SURGERY,TPP,TPP
15F,B86675,LINCOLN GREEN MEDICAL CENTRE,TPP/EVERGREENLIFE,TPP
15F,B86678,DRIGHLINGTON MEDICAL CENTRE,TPP,TPP
03R,B87001,MIDDLESTOWN,TPP,TPP
03R,B87002,ORCHARD CROFT,TPP,TPP
03R,B87003,COLLEGE LANE SURGERY,TPP,TPP
03R,B87004,WARRENGATE MEDICAL CENTRE,TPP,TPP
03R,B87005,RIVERSIDE MEDICAL CENTRE,TPP,TPP
03R,B87006,PARK GREEN SURGERY,TPP,TPP
03R,B87007,NORTHGATE SURGERY,TPP,TPP
03R,B87008,LUPSET HEALTH CENTRE,TPP,TPP
03R,B87009,ST THOMAS ROAD SURGERY,TPP,TPP
03R,B87011,FRIARWOOD SURGERY,TPP,TPP
03R,B87012,MAYBUSH MEDICAL CENTRE,TPP,TPP
03R,B87013,OUTWOOD PARK MEDICAL CENTRE,TPP,TPP
03R,B87015,STUART ROAD,TPP,TPP
03R,B87016,WHITE ROSE SURGERY,TPP,TPP
03R,B87017,TRINITY MEDICAL CENTRE,TPP,TPP
03R,B87018,HENRY MOORE CLINIC,TPP,TPP
03R,B87019,STANLEY,TPP,TPP
03R,B87020,CHAPELTHORPE,TPP/EVERGREENLIFE,TPP
03R,B87021,ASH GROVE,TPP,TPP
03R,B87022,HOMESTEAD,TPP,TPP
03R,B87025,CASTLEFORD MEDICAL PRACTICE,TPP,TPP
03R,B87026,THE GRANGE MEDICAL CENTRE,TPP,TPP
03R,B87027,NEW SOUTHGATE SURGERY,TPP,TPP
03R,B87028,CROFTON AND SHARLSTON MED PRAC,TPP,TPP
03R,B87030,HEALTH CARE FIRST PARTNERSHIP,TPP,TPP
03R,B87031,OSSETT SURGERY,TPP,TPP
03R,B87032,STATION LANE,TPP,TPP
03R,B87033,NEWLAND SURGERY,TPP,TPP
03R,B87036,LANGTHWAITE SURGERY,TPP,TPP
03R,B87039,KING'S MEDICAL PRACTICE,TPP,TPP
03R,B87042,TIEVE TARA,TPP,TPP
03R,B87044,ALVERTHORPE,EMIS,EMIS
03R,B87602,PATIENCE LANE SURGERY,TPP,TPP
03R,B87604,EASTMOOR HEALTH CENTRE,TPP,TPP
15M,C81001,SPRINGS HEALTH CENTRE,TPP,TPP
15M,C81002,THE VALLEYS MEDICAL PARTNERSHIP,TPP,TPP
15M,C81003,SETT VALLEY MEDICAL CENTRE,EMIS,EMIS
15M,C81004,IVY GROVE SURGERY,EMIS,EMIS
15M,C81005,JESSOP MEDICAL PRACTICE,TPP,TPP
15M,C81006,HORIZON HEALTHCARE,TPP,TPP
15M,C81007,VERNON STREET MEDICAL CTR,TPP,TPP
15M,C81008,ROYAL PRIMARY CARE CLAY CROSS,TPP,TPP
15M,C81009,WILSON STREET SURGERY,TPP,TPP
15M,C81010,THE MOIR MEDICAL CENTRE,TPP,TPP
15M,C81012,THE SURGERY AT WHEATBRIDGE,TPP,TPP
15M,C81013,BASLOW HEALTH CENTRE,TPP,TPP
15M,C81014,DERWENT VALLEY MEDICAL PRACTICE,TPP,TPP
15M,C81015,NEWBOLD SURGERY,TPP,TPP
15M,C81016,PEAK & DALES MEDICAL PARTNERSHIP,TPP,TPP
15M,C81017,ARTHUR MEDICAL CENTRE,TPP,TPP
05D,C81018,DOVE RIVER,EMIS,EMIS
15M,C81020,NEWHALL SURGERY,TPP,TPP
15M,C81021,OLD STATION SURGERY,TPP,TPP
15M,C81022,SOUTH STREET SURGERY,TPP,TPP
15M,C81023,THE AITUNE MEDICAL PRACTICE,TPP,TPP
15M,C81025,DRONFIELD MEDICAL PRACTICE,EMIS,EMIS
15M,C81026,ADAM HOUSE MEDICAL CENTRE,TPP,TPP
15M,C81027,SOMERCOTES MEDICAL CENTRE,TPP,TPP
15M,C81029,STAFFA HEALTH,TPP,TPP
15M,C81030,CREDAS MEDICAL,TPP,TPP
15M,C81031,PARK SURGERY,TPP,TPP
15M,C81032,SWADLINCOTE SURGERY,TPP,TPP
15M,C81033,SHIRES HEALTHCARE,TPP,TPP
15M,C81034,STEWART MEDICAL CENTRE,EMIS,EMIS
15M,C81035,VILLAGE SURGERY,TPP,TPP
15M,C81036,FRIAR GATE SURGERY,TPP,TPP
15M,C81037,ASHBOURNE MEDICAL PRACTICE,TPP,TPP
15M,C81038,WHITEMOOR MEDICAL CENTRE,TPP,TPP
15M,C81039,EYAM SURGERY,EMIS,EMIS
15M,C81040,PARK LANE SURGERY,TPP,TPP
15M,C81041,WELBECK ROAD HEALTH CENTRE,TPP,TPP
15M,C81042,MICKLEOVER MEDICAL CENTRE,TPP,TPP
15M,C81044,WHITTINGTON MOOR SURGERY,TPP,TPP
15M,C81045,ROYAL PRIMARY CARE CHESTERFIELD WEST,TPP,TPP
15M,C81046,WEST HALLAM MEDICAL CTR,TPP,TPP
15M,C81047,ALVASTON MEDICAL CENTRE,TPP,TPP
15M,C81048,APPLETREE MEDICAL PRACTICE,TPP,TPP
15M,C81049,KELVINGROVE MEDICAL CENTRE,TPP,TPP
15M,C81050,THE VILLAGE SURGERY,TPP,TPP
15M,C81051,THE PARK MEDICAL PRACTICE,TPP,TPP
15M,C81052,ROYAL PRIMARY CARE BROOKLYN,TPP,TPP
15M,C81053,PARKSIDE SURGERY,TPP,TPP
15M,C81054,HOLLYBROOK MEDICAL CENTRE,TPP,TPP
15M,C81055,NORTH WINGFIELD MEDICAL CENTRE,TPP,TPP
15M,C81056,CLAY CROSS MEDICAL CENTRE,TPP,TPP
15M,C81057,WILLINGTON SURGERY,TPP,TPP
15M,C81058,THE BRIMINGTON SURGERY,TPP,TPP
15M,C81059,RIPLEY MEDICAL CENTRE,TPP,TPP
15M,C81060,WOODVILLE SURGERY,TPP,TPP
15M,C81061,LITTLEWICK MEDICAL CENTRE,TPP,TPP
15M,C81062,HANNAGE BROOK MEDICAL CENTRE,TPP,TPP
15M,C81063,THORNBROOK SURGERY,EMIS,EMIS
15M,C81064,PARK FARM MEDICAL CENTRE,TPP,TPP
15M,C81065,BUXTON MEDICAL PRACTICE,EMIS,EMIS
15M,C81066,OVERDALE MEDICAL PRACTICE,TPP,TPP
15M,C81067,CHATSWORTH ROAD MEDICAL CENTRE,TPP,TPP
15M,C81068,CHAPEL STREET MEDICAL CENTRE,TPP,TPP
15M,C81069,RIVERSDALE SURGERY,TPP,TPP
15M,C81070,OAKHILL MEDICAL PRACTICE,TPP,TPP
15M,C81071,OSMASTON SURGERY,TPP,TPP
15M,C81072,LISTER HOUSE SURGERY,TPP,TPP
